original_path,new_path,action,bytes,file_count,sha256,verified
data/raw/videos,data/sources/visem/videos,move_tree,35591403824,85,,True
data/raw/fatty_acids_serum.csv,data/sources/visem/clinical/fatty_acids_serum.csv,move_file,7527,1,e293fd4a23f995c5b46b8b6ab8cfa5d69d28518023c1f12b8cf29a80b933a716,True
data/raw/fatty_acids_spermatoza.csv,data/sources/visem/clinical/fatty_acids_spermatoza.csv,move_file,9286,1,f06a4d27fde242c41a1e456b8a0ee814e988e9bee94a7c8f630d07018a205f63,True
data/raw/participant_related_data.csv,data/sources/visem/clinical/participant_related_data.csv,move_file,1427,1,2731ff291118b2bbc0d5a2d6c0bec1ef593a903793489ee5646d333af8d55702,True
data/raw/semen_analysis_data.csv,data/sources/visem/clinical/semen_analysis_data.csv,move_file,5809,1,2fa0825aa19550aabdd2c2ee1fc77d62068fee7c890df2bc98ff2962e8826080,True
data/raw/sex_hormones.csv,data/sources/visem/clinical/sex_hormones.csv,move_file,3286,1,9318552669921f7450fa3bce3412014c4c252887e7351ccfde9709a170e3109d,True
data/raw/videos.csv,data/sources/visem/metadata/videos.csv,move_file,2136,1,e681568b3c3e09ed246b3d520e892289a9c315f51dee01d929336350a33b6ed8,True
data/raw/descriptions.txt,data/sources/visem/metadata/descriptions.txt,move_file,931,1,b7c84bf422888232f03c8705ca1f1dfe1511fde075694fab3424669916068033,True
data/tracked/VISEM_Tracking_Train_v4,data/sources/visem_tracking/dataset,move_tree,28902380705,117000,,True
data/tracked/visem-extracted-30s-excluding-selected-20,data/derived/clips/untracked_65,move_tree,3705184881,336,,True
data/tracked/visem-extracted-30s-selected-20-videos-excluding-first-30s,data/derived/clips/tracked_20_after_30s,move_tree,709638134,166,,True
data/tracked/fatty_acids_serum_Train.csv,data/sources/visem_tracking/metadata/fatty_acids_serum_Train.csv,move_file,2114,1,08c7e131b299c8963cfb1b4c5b1377631dc89039a54b8d17f0cc38bfc221dd8d,True
data/tracked/fatty_acids_spermatoza_Train.csv,data/sources/visem_tracking/metadata/fatty_acids_spermatoza_Train.csv,move_file,2596,1,47046d0ed7116c3f2894882d193e162b3d5dbbb0527e36746e24bdbb04a6dfe7,True
data/tracked/participant_related_data_Train.csv,data/sources/visem_tracking/metadata/participant_related_data_Train.csv,move_file,360,1,b17200ac657bcd0174c1a58d787aae9fd88315db45ca81a5ae929f3160a0ff42,True
data/tracked/semen_analysis_data_Train.csv,data/sources/visem_tracking/metadata/semen_analysis_data_Train.csv,move_file,1538,1,658a22dae8ab6c2489d248455583f8dff21c47dd17c71173c2fb05c9499a272e,True
data/tracked/sex_hormones_Train.csv,data/sources/visem_tracking/metadata/sex_hormones_Train.csv,move_file,1028,1,3fa3edc579420377e53286b0a8ac90a6f0573aa4c7738d5c3ccf3701b0e4f864,True
data/tracked/sperm_counts_per_frame.csv,data/sources/visem_tracking/metadata/sperm_counts_per_frame.csv,move_file,583324,1,d82aa0b91305cb7d2c6b02e56261df092937c8d9fa1464b89a7da5e6bd4e93df,True
data/tracked/DAS-PGMEI-66894308000136-AC2026 (1).pdf,data/quarantine/unrelated_private_documents/DAS-PGMEI-66894308000136-AC2026 (1).pdf,move_file,157336,1,d2ebf9e64fb6412d37c07eca9e515ba946ac329a5ec1f62cad530d5eadb8909b,True
data/tracked/DAS-PGMEI-66894308000136-AC2026.pdf,data/quarantine/unrelated_private_documents/DAS-PGMEI-66894308000136-AC2026.pdf,move_file,158707,1,ca4eac64691e21b7f0b6b33c88e5e5b3456ad07daa697f4bf6f2cfbc4aff4271,True
data/processed/annotations,data/derived/detection/annotations,move_tree,389,1,,True
data/processed/frames,,remove_empty_after_migration,0,0,,True
data/processed/flow_cache,data/derived/flow/cache,move_tree,404,1,,True
data/processed/tracks,data/derived/tracking/tracks,move_tree,430,1,,True
data/processed/prediction_windows,data/derived/prediction/windows,move_tree,408,1,,True
data/processed/README.md,data/derived/README.md,merge_documentation,816,1,7dd3c041549873186b6966cd9d69bee057aeb71e86cffad8e8a24dbfc7a8466f,True
data/yolo,data/datasets/yolo/legacy_16_4,move_tree,3481816,3,,True
yolov8n.pt,data/models/detection/yolo/pretrained/yolov8n.pt,move_file,6549796,1,f59b3d833e2ff32e194b5bb8e08d211dc7c5bdf144b90d2c8412c47ccfc83b36,True
yolo26n.pt,data/models/detection/yolo/pretrained/yolo26n.pt,move_file,5544453,1,9b09cc8bf347f0fc8a5f7657480587f25db09b34bf33b0652110fb03a8ad4fef,True
data/sources/visem_tracking/dataset/Train/11/labels.cache,,remove_recreatable,15831928,1,067256e04ef75e5f01d289842027aafdae0b05fb4b3fa251f280738f2a4deea9,True
data/sources/visem_tracking/dataset/Train/15/labels.cache,,remove_recreatable,3723172,1,67d5cb95e38f92a7f5efb25fd568e68a0de4518c1462e2b8f956017d5ec21f92,True
results/tests/batch_20260624_202207.csv,data/tests/detection/threshold/_comparisons/frame_screening/batch_20260624_202207.csv,move_file,1205,1,6a7b073d91ae771b2f2656c73ebc80bae3c9d6e06e13c056d7e0592a88006183,True
results/tests/11/threshold__11__f0/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,move_file,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__11__f0/01_1_gray.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__11__f0/01_1_gray.png,move_file,158591,1,d3d9c3acf29a2de6f42be716c1bd335adc2befd89e641b1640189c9c9797dc0f,True
results/tests/11/threshold__11__f0/02_3_otsu_thresh_117.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__11__f0/02_3_otsu_thresh_117.png,move_file,7417,1,84bd63fd226f21562fd9ca5d3dd0d670599f23f39caa8b3d5f1c71a09efd0990,True
results/tests/11/threshold__11__f0/03_4_morph_open_x1.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__11__f0/03_4_morph_open_x1.png,move_file,6627,1,4a432119ce20c6dce29c8995e778b391895b0777b50e7f2bdd03a501ecbd3468,True
results/tests/11/threshold__11__f0/04_5_labeled_components.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__11__f0/04_5_labeled_components.png,move_file,12784,1,1d1caa391909276afe9b6a26a166738dc348e6177c9e7352629ad556d5b1af7f,True
results/tests/11/threshold__11__f0/comparisons.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__11__f0/comparisons.csv,move_file,221,1,8b4daffcf270b273899a19609a06782d40ac736fa7628e4c9a992c6067b59859,True
results/tests/11/threshold__11__f0/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__11__f0/detections.csv,move_file,9900,1,6a04a9e2cbcf637653a1aa17c15d0e9e631d1a35d82f6215a1962d7ebadfdb18,True
results/tests/11/threshold__11__f0/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__11__f0/detections.png,move_file,466750,1,4e47a8d4aab4652dcce283e46c73e22cf0fde68749f4d499438c8adc5b186f6b,True
results/tests/11/threshold__11__f0/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__11__f0/summary.json,move_file,11040,1,d70ffd1b072f58e20ae5538e7ceb8bec0f0d80713f44c5dac059719b869341f0,True
results/tests/11/threshold__11__f0__threshold_value=100/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__11__f0__threshold_value=100/01_1_gray.png,data/tests/detection/threshold/legacy_t100__cfgb2da531a/frame_screening/video_11/frame_0/threshold__11__f0__threshold_value_100/01_1_gray.png,move_file,158591,1,d3d9c3acf29a2de6f42be716c1bd335adc2befd89e641b1640189c9c9797dc0f,True
results/tests/11/threshold__11__f0__threshold_value=100/02_3_fixed_thresh_100.png,data/tests/detection/threshold/legacy_t100__cfgb2da531a/frame_screening/video_11/frame_0/threshold__11__f0__threshold_value_100/02_3_fixed_thresh_100.png,move_file,14610,1,3d1e7768101933cc349f0838443c8b22795f49409e2a39ecf654193aa4e68ce4,True
results/tests/11/threshold__11__f0__threshold_value=100/03_4_morph_open_x1.png,data/tests/detection/threshold/legacy_t100__cfgb2da531a/frame_screening/video_11/frame_0/threshold__11__f0__threshold_value_100/03_4_morph_open_x1.png,move_file,11176,1,370e4e4767a66e434432ea4c56bfaca1725a6c8c2cc39878dee682bdedae53d2,True
results/tests/11/threshold__11__f0__threshold_value=100/04_5_labeled_components.png,data/tests/detection/threshold/legacy_t100__cfgb2da531a/frame_screening/video_11/frame_0/threshold__11__f0__threshold_value_100/04_5_labeled_components.png,move_file,9263,1,1bad4c1c80566537cfff0f94873674ef1ea4bce20841ecc9428289c144dd9809,True
results/tests/11/threshold__11__f0__threshold_value=100/comparisons.csv,data/tests/detection/threshold/legacy_t100__cfgb2da531a/frame_screening/video_11/frame_0/threshold__11__f0__threshold_value_100/comparisons.csv,move_file,227,1,35b6c0eba059be09b3ecaa802b2fa2620e68405cdcbfe13ba12c52338d541d73,True
results/tests/11/threshold__11__f0__threshold_value=100/detections.csv,data/tests/detection/threshold/legacy_t100__cfgb2da531a/frame_screening/video_11/frame_0/threshold__11__f0__threshold_value_100/detections.csv,move_file,12156,1,42edae7b9ee749a20a067c96ad29a4cb9ef4f9e6f5044e70365a0888ab487777,True
results/tests/11/threshold__11__f0__threshold_value=100/detections.png,data/tests/detection/threshold/legacy_t100__cfgb2da531a/frame_screening/video_11/frame_0/threshold__11__f0__threshold_value_100/detections.png,move_file,469723,1,8d06c3cb5936d72710f2a37b298dd3de31275162a44a0a0c1668272759f0f095,True
results/tests/11/threshold__11__f0__threshold_value=100/summary.json,data/tests/detection/threshold/legacy_t100__cfgb2da531a/frame_screening/video_11/frame_0/threshold__11__f0__threshold_value_100/summary.json,move_file,15009,1,b568f7d56f281f7920db6edba448b87c8d11432e74a50ed171c3180a31808fea,True
results/tests/11/threshold__f0/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0/01_1_gray.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__f0/01_1_gray.png,move_file,158591,1,d3d9c3acf29a2de6f42be716c1bd335adc2befd89e641b1640189c9c9797dc0f,True
results/tests/11/threshold__f0/02_3_otsu_thresh_117.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__f0/02_3_otsu_thresh_117.png,move_file,7417,1,84bd63fd226f21562fd9ca5d3dd0d670599f23f39caa8b3d5f1c71a09efd0990,True
results/tests/11/threshold__f0/03_4_morph_open_x1.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__f0/03_4_morph_open_x1.png,move_file,6627,1,4a432119ce20c6dce29c8995e778b391895b0777b50e7f2bdd03a501ecbd3468,True
results/tests/11/threshold__f0/04_5_labeled_components.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__f0/04_5_labeled_components.png,move_file,12784,1,1d1caa391909276afe9b6a26a166738dc348e6177c9e7352629ad556d5b1af7f,True
results/tests/11/threshold__f0/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__f0/detections.csv,move_file,8828,1,1244461181940478c35f1a9fb50dcce07455d965f780c72b79c1437fe4023221,True
results/tests/11/threshold__f0/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__f0/detections.png,move_file,467732,1,e75ebaa40d967167ac081354159a56222fd001e88a60e5e7c0e8c08bd1d3fea2,True
results/tests/11/threshold__f0/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_11/frame_0/threshold__f0/summary.json,move_file,9228,1,b8d27563127d36f663895d894860b257be6abf1a02d45b7c375a10bb9550b50b,True
results/tests/11/threshold__f0__close_iterations=0/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0__close_iterations=0/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0/detections.csv,move_file,9900,1,6a04a9e2cbcf637653a1aa17c15d0e9e631d1a35d82f6215a1962d7ebadfdb18,True
results/tests/11/threshold__f0__close_iterations=0/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0/detections.png,move_file,466750,1,4e47a8d4aab4652dcce283e46c73e22cf0fde68749f4d499438c8adc5b186f6b,True
results/tests/11/threshold__f0__close_iterations=0/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0/summary.json,move_file,11091,1,fb23608da6dbf32411ed20bc2aa44763e0ce5521ea5c92c438aeb5df9719c680,True
results/tests/11/threshold__f0__close_iterations=0_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0__close_iterations=0_threshold_value=200/01_1_gray.png,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0_threshold_value_200/01_1_gray.png,move_file,158591,1,d3d9c3acf29a2de6f42be716c1bd335adc2befd89e641b1640189c9c9797dc0f,True
results/tests/11/threshold__f0__close_iterations=0_threshold_value=200/02_3_fixed_thresh_200.png,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0_threshold_value_200/02_3_fixed_thresh_200.png,move_file,2237,1,5062b67c825c797734f0e645e45f6713545d86f22c21b588335b10d041d216ef,True
results/tests/11/threshold__f0__close_iterations=0_threshold_value=200/03_4_morph_open_x1.png,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0_threshold_value_200/03_4_morph_open_x1.png,move_file,1968,1,2b3b7b1e05a465d5deb76712d596c7f6c6ddbd64c688619600cad2a6b6b5f058,True
results/tests/11/threshold__f0__close_iterations=0_threshold_value=200/04_5_labeled_components.png,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0_threshold_value_200/04_5_labeled_components.png,move_file,3846,1,ea37efe5f5f6a97b7fe292ef848f73a2799e62708032fc483221c767bf982960,True
results/tests/11/threshold__f0__close_iterations=0_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0_threshold_value_200/detections.csv,move_file,6570,1,e9edc2646baeddc0e783e4800d18a9daf5350487babf1824c900cb2d1e3d0005,True
results/tests/11/threshold__f0__close_iterations=0_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0_threshold_value_200/detections.png,move_file,465083,1,63fe8888542c7fdc4a99df96d645f9bc81aba3ef565fb7be887297eeb68ec5a5,True
results/tests/11/threshold__f0__close_iterations=0_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_11/frame_0/threshold__f0__close_iterations_0_threshold_value_200/summary.json,move_file,5500,1,17272beaee8011d6c2a418bd0b36b3f2470e69fe7d6a9758cbea922e124cdd06,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/01_1_gray.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg1e68db6a/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_morph_iterations_2/01_1_gray.png,move_file,158591,1,d3d9c3acf29a2de6f42be716c1bd335adc2befd89e641b1640189c9c9797dc0f,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/02_3_otsu_thresh_117.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg1e68db6a/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_morph_iterations_2/02_3_otsu_thresh_117.png,move_file,7417,1,84bd63fd226f21562fd9ca5d3dd0d670599f23f39caa8b3d5f1c71a09efd0990,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/03_4_morph_open_x2.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg1e68db6a/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_morph_iterations_2/03_4_morph_open_x2.png,move_file,5539,1,36f724156a9954e8d3681afa90c763881a22c4ae7f166201a025d751f25df352,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/04_5_morph_close_x2.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg1e68db6a/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_morph_iterations_2/04_5_morph_close_x2.png,move_file,5368,1,4d1fbbcfe2cc76315a3e7e9c3b2388dd6b402c46ea05b9ddd517516cb7573305,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/05_6_labeled_components.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg1e68db6a/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_morph_iterations_2/05_6_labeled_components.png,move_file,9248,1,da984163562be058588e2d6b48a879cc9545349591a47eb6ce33993812faec5b,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfg1e68db6a/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_morph_iterations_2/detections.csv,move_file,7608,1,1cdda8b22dc7cf20412dc7a90ac410a0936f51fe4b8d3a1679e6e9d96a5d1375,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg1e68db6a/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_morph_iterations_2/detections.png,move_file,467280,1,4e041f13cbee91a7d2853e80aef8b5ccbaa43d6166d6d89360d006b4b85fdb4e,True
results/tests/11/threshold__f0__close_iterations=2_morph_iterations=2/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfg1e68db6a/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_morph_iterations_2/summary.json,move_file,7245,1,3076770c7d694a44e06e4127211af478061c755c26f7eb4489d9837e73beeb13,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/01_1_gray.png,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_threshold_value_200/01_1_gray.png,move_file,158591,1,d3d9c3acf29a2de6f42be716c1bd335adc2befd89e641b1640189c9c9797dc0f,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/02_3_fixed_thresh_200.png,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_threshold_value_200/02_3_fixed_thresh_200.png,move_file,2237,1,5062b67c825c797734f0e645e45f6713545d86f22c21b588335b10d041d216ef,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/03_4_morph_open_x1.png,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_threshold_value_200/03_4_morph_open_x1.png,move_file,1968,1,2b3b7b1e05a465d5deb76712d596c7f6c6ddbd64c688619600cad2a6b6b5f058,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/04_5_morph_close_x2.png,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_threshold_value_200/04_5_morph_close_x2.png,move_file,1969,1,60283c02ed93fa0b6d55ed71bfd9d7fa82c1c7ca67fcb91c401997f2ad5e26d4,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/05_5_labeled_components.png,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_threshold_value_200/05_5_labeled_components.png,move_file,3837,1,47ea6c1c7ff60ab9856d30079162bb09865655e520353809e6303e00acb80163,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_threshold_value_200/detections.csv,move_file,6508,1,71d0c998ce67da5c033fe35e5c6b286d025207d6d38ccb5d75434d4e66013c81,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_threshold_value_200/detections.png,move_file,465113,1,98771268c8b404af7ac2604467b522bbdfa0fb6271f267eefc8e29d98c801519,True
results/tests/11/threshold__f0__close_iterations=2_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_11/frame_0/threshold__f0__close_iterations_2_threshold_value_200/summary.json,move_file,5425,1,f4c6d09dd531a6a78a30eb92ae2e2ecb395e7ef470b33d7d9bad1c14698cca60,True
results/tests/11/threshold__f0__morph_iterations=2/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0__morph_iterations=2/01_1_gray.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2/01_1_gray.png,move_file,158591,1,d3d9c3acf29a2de6f42be716c1bd335adc2befd89e641b1640189c9c9797dc0f,True
results/tests/11/threshold__f0__morph_iterations=2/02_3_otsu_thresh_117.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2/02_3_otsu_thresh_117.png,move_file,7417,1,84bd63fd226f21562fd9ca5d3dd0d670599f23f39caa8b3d5f1c71a09efd0990,True
results/tests/11/threshold__f0__morph_iterations=2/03_4_morph_open_x2.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2/03_4_morph_open_x2.png,move_file,5539,1,36f724156a9954e8d3681afa90c763881a22c4ae7f166201a025d751f25df352,True
results/tests/11/threshold__f0__morph_iterations=2/04_5_labeled_components.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2/04_5_labeled_components.png,move_file,10245,1,f2c079251989cc4d0e69563d0ce6ab3aeeb5cefaf95fb6970f7853a563e52fff,True
results/tests/11/threshold__f0__morph_iterations=2/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2/detections.csv,move_file,8437,1,403b22bf720fe15cb1423942e671600cb93c828f51f55162928f2335dfe040f5,True
results/tests/11/threshold__f0__morph_iterations=2/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2/detections.png,move_file,466599,1,5e3bd034199f63fece28fde368ee6eace78b9ba065a1f53ccf5cfaaa872bcd6d,True
results/tests/11/threshold__f0__morph_iterations=2/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2/summary.json,move_file,8618,1,1d0a9961c6e7b2871d8341fbf6b94c4b8bff17df3c8b1051d6f08c76c6f7f439,True
results/tests/11/threshold__f0__morph_iterations=2_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0__morph_iterations=2_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2_threshold_value_200/detections.csv,move_file,4734,1,5f87b29cae23b337fb6649bd24c1be5c48582f7e84a609d8d55d95c0e4b72a72,True
results/tests/11/threshold__f0__morph_iterations=2_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2_threshold_value_200/detections.png,move_file,466799,1,c308dc67b7b2051cd4a326ad87da3fb5ee5c49e3cae06f37f07bb0f26c4a902a,True
results/tests/11/threshold__f0__morph_iterations=2_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_11/frame_0/threshold__f0__morph_iterations_2_threshold_value_200/summary.json,move_file,2382,1,6a18509f79fdadb75648c494f970a0d8394edc58c7ef320aaae3a761cf74c00d,True
results/tests/11/threshold__f0__threshold_value=180/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0__threshold_value=180/detections.csv,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_11/frame_0/threshold__f0__threshold_value_180/detections.csv,move_file,7337,1,3a97b3f4096ad4c3e2b80679e308cd2ca5aab8c4f3cc18394bcd16eb60d5161f,True
results/tests/11/threshold__f0__threshold_value=180/detections.png,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_11/frame_0/threshold__f0__threshold_value_180/detections.png,move_file,464031,1,3a68317e46a55993b44657be678e3b6d5db1e5c74d30010a6f784266692ca7fc,True
results/tests/11/threshold__f0__threshold_value=180/summary.json,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_11/frame_0/threshold__f0__threshold_value_180/summary.json,move_file,6797,1,65718651e6926dff93cd79908a93b9b79d3617ba2e09d9e3299c2ce212def2b6,True
results/tests/11/threshold__f0__threshold_value=190/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_0.png,deduplicate_identical_input,432762,1,4e32f35783afcf13372df2c581116942d4b5e0785f8deab772a94904ce279e0f,True
results/tests/11/threshold__f0__threshold_value=190/detections.csv,data/tests/detection/threshold/legacy_t190__cfgfeeed012/frame_screening/video_11/frame_0/threshold__f0__threshold_value_190/detections.csv,move_file,6822,1,8cbd4f4d1dff8abf62e311f661bc0f130f2f68b8d6760d99acaf421d79ac17d1,True
