original_path,new_path,action,bytes,file_count,sha256,verified
results/tests/11/threshold__f50__threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_11/frame_50/threshold__f50__threshold_value_200/detections.csv,move_file,6286,1,0b69ed2c61ad949ef16f0cf3fb81c8af15a76f09ab7b2f3b04c53e5e966b507d,True
results/tests/11/threshold__f50__threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_11/frame_50/threshold__f50__threshold_value_200/detections.png,move_file,463887,1,962654f579dcded75eca1c8f6ace63de4a7ce52bf95dd8744c50fac9215b8f00,True
results/tests/11/threshold__f50__threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_11/frame_50/threshold__f50__threshold_value_200/summary.json,move_file,5155,1,6226deda803191b5fa4dc6e427bb1eed94be8241b4dfa7dd38e1748ec560ee35,True
results/tests/11/threshold__f50__threshold_value=210/00_input.png,data/tests/detection/_shared_inputs/video_11/frame_50.png,deduplicate_identical_input,433593,1,b5b4503af75fbcf7658c2e2d0a5f2c734454ae27c0a4f7c9f565eb678f5eee67,True
results/tests/11/threshold__f50__threshold_value=210/detections.csv,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_11/frame_50/threshold__f50__threshold_value_210/detections.csv,move_file,6157,1,82e30d54da63cfb3dc532057e2659aa7f1983aa405761ec2fa67344376674f0f,True
results/tests/11/threshold__f50__threshold_value=210/detections.png,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_11/frame_50/threshold__f50__threshold_value_210/detections.png,move_file,464220,1,cb00961a57b2f8abb3c5e346180c37dcf64d4b9176d179f5e675506c2af0b3ea,True
results/tests/11/threshold__f50__threshold_value=210/summary.json,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_11/frame_50/threshold__f50__threshold_value_210/summary.json,move_file,4935,1,ab12c2e16bf5e227ecf36c2b126923bd815864a1cae8dcc346e296e2c9a18471,True
results/tests/12/threshold__f0/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,move_file,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_0/threshold__f0/detections.csv,move_file,4687,1,a8984daf7812d4907bd8cabef0f29b80ad156c3b26ca9c0841bfe2db8f683b93,True
results/tests/12/threshold__f0/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_0/threshold__f0/detections.png,move_file,336904,1,113daafb16e31e5dcff1627688d919970e2eef7d0eaf485b6d333172edc33298,True
results/tests/12/threshold__f0/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_0/threshold__f0/summary.json,move_file,4181,1,228b49dbf066f5c1b2c6d1f8a18e82f3cf1ae4668caef7c7936d5ed6c444260f,True
results/tests/12/threshold__f0__close_iterations=0/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__close_iterations=0/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_0/threshold__f0__close_iterations_0/detections.csv,move_file,4814,1,6d500c6100c275ce6f63848da700f9e2f9f6770b61ea9fbce86bfe74133cf7b2,True
results/tests/12/threshold__f0__close_iterations=0/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_0/threshold__f0__close_iterations_0/detections.png,move_file,336653,1,68df86f39cd695f78ccb0d8b5e736bead91d24719da9ee54a60bc889b086792b,True
results/tests/12/threshold__f0__close_iterations=0/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_0/threshold__f0__close_iterations_0/summary.json,move_file,4417,1,1cdcead29567c0917deb13fd72016c971efa47cfd3cf6cc0f460a7f3db810e80,True
results/tests/12/threshold__f0__close_iterations=0_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__close_iterations=0_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_12/frame_0/threshold__f0__close_iterations_0_threshold_value_200/detections.csv,move_file,4317,1,333e334167c5c1baf32282b3a02ea9c662d2031f3f247243f417a758c2a09d3a,True
results/tests/12/threshold__f0__close_iterations=0_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_12/frame_0/threshold__f0__close_iterations_0_threshold_value_200/detections.png,move_file,335462,1,ec0fa780b240fd2135fdb074e78aedd02cd401fcfb36293024eb1e4a272116c0,True
results/tests/12/threshold__f0__close_iterations=0_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_12/frame_0/threshold__f0__close_iterations_0_threshold_value_200/summary.json,move_file,3653,1,58a159b11ff3f444a57ba971a723c587f4eb831df47b0fa344ca9f09ac03d8d8,True
results/tests/12/threshold__f0__close_iterations=2_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__close_iterations=2_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_12/frame_0/threshold__f0__close_iterations_2_threshold_value_200/detections.csv,move_file,4253,1,9b763c368170a48fc158e47fc2bb1938e188de3681228397fab6d315099530d2,True
results/tests/12/threshold__f0__close_iterations=2_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_12/frame_0/threshold__f0__close_iterations_2_threshold_value_200/detections.png,move_file,335420,1,21470b2dac420f8b78caec2d847e5870b2d27fa01e2b08748a7c187f5af2ec24,True
results/tests/12/threshold__f0__close_iterations=2_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_12/frame_0/threshold__f0__close_iterations_2_threshold_value_200/summary.json,move_file,3576,1,5503336f382f6c90120eccf8e349f9fc8564b4ced357ff7a9c58d723cac4a770,True
results/tests/12/threshold__f0__morph_iterations=2/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__morph_iterations=2/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_12/frame_0/threshold__f0__morph_iterations_2/detections.csv,move_file,4686,1,34e848e379c78fe4f2211565c8e4eef15c2993acdd3721b90caee33f88a8b26e,True
results/tests/12/threshold__f0__morph_iterations=2/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_12/frame_0/threshold__f0__morph_iterations_2/detections.png,move_file,337100,1,e81cd9706fa1c781a23caa8d6c2116ec6bbb7e6ab9305ff32163197a4da5e337,True
results/tests/12/threshold__f0__morph_iterations=2/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_12/frame_0/threshold__f0__morph_iterations_2/summary.json,move_file,4231,1,32573cd7fda4979b6b512643cd40b28f6d58c821aa9b92e9d24b044e92e7ed51,True
results/tests/12/threshold__f0__morph_iterations=2_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__morph_iterations=2_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_12/frame_0/threshold__f0__morph_iterations_2_threshold_value_200/detections.csv,move_file,3176,1,5c398f44d5cfe28d77e734ed92d85447af4397b2e18cf8987fe08d9a74b9c2bd,True
results/tests/12/threshold__f0__morph_iterations=2_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_12/frame_0/threshold__f0__morph_iterations_2_threshold_value_200/detections.png,move_file,336660,1,e0a051cd5b40ac90be88fc9aa722c700f11290197aeeb8f20e18548a1bc0faee,True
results/tests/12/threshold__f0__morph_iterations=2_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_12/frame_0/threshold__f0__morph_iterations_2_threshold_value_200/summary.json,move_file,1729,1,9ac52e83c5033395e8f98ca382f5fa8dc683e18f46cf8e02c26f4b5d3602f4e6,True
results/tests/12/threshold__f0__threshold_value=180/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__threshold_value=180/detections.csv,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_12/frame_0/threshold__f0__threshold_value_180/detections.csv,move_file,4322,1,24ecf6f5dbc2a4fd871d6a1feaac184f383e28b3ffe460bbeb10c7af896259b8,True
results/tests/12/threshold__f0__threshold_value=180/detections.png,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_12/frame_0/threshold__f0__threshold_value_180/detections.png,move_file,335205,1,abc483d9cebd817f96d66c7073347caebab97e0c790b6cf9ff22ef78973c2c08,True
results/tests/12/threshold__f0__threshold_value=180/summary.json,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_12/frame_0/threshold__f0__threshold_value_180/summary.json,move_file,3643,1,dfecd78adaa7880e01584eb4bf08861182da0ed67b0c2ae531e235dc535733a9,True
results/tests/12/threshold__f0__threshold_value=190/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__threshold_value=190/detections.csv,data/tests/detection/threshold/legacy_t190__cfgfeeed012/frame_screening/video_12/frame_0/threshold__f0__threshold_value_190/detections.csv,move_file,4255,1,8dfe4bf29195713b6ecb216392a330d691e878bb4ef50c8d48b1259d1ce8aad9,True
results/tests/12/threshold__f0__threshold_value=190/detections.png,data/tests/detection/threshold/legacy_t190__cfgfeeed012/frame_screening/video_12/frame_0/threshold__f0__threshold_value_190/detections.png,move_file,335301,1,f6f7e4597a5f9393d6ba68ae6f5e5a9649bcb98cade9a39fa59dcc225e96ab17,True
results/tests/12/threshold__f0__threshold_value=190/summary.json,data/tests/detection/threshold/legacy_t190__cfgfeeed012/frame_screening/video_12/frame_0/threshold__f0__threshold_value_190/summary.json,move_file,3531,1,fee1b8b3f47a366203aa5fdb3626d86febba2578542dbf331a0a742460fe69d0,True
results/tests/12/threshold__f0__threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_12/frame_0/threshold__f0__threshold_value_200/detections.csv,move_file,4317,1,333e334167c5c1baf32282b3a02ea9c662d2031f3f247243f417a758c2a09d3a,True
results/tests/12/threshold__f0__threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_12/frame_0/threshold__f0__threshold_value_200/detections.png,move_file,335462,1,ec0fa780b240fd2135fdb074e78aedd02cd401fcfb36293024eb1e4a272116c0,True
results/tests/12/threshold__f0__threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_12/frame_0/threshold__f0__threshold_value_200/summary.json,move_file,3638,1,809b7bb8bf7ca358fcfc0ba610eefd8516a82784a749446f345fc951fbc23c37,True
results/tests/12/threshold__f0__threshold_value=210/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_0.png,deduplicate_identical_input,305392,1,89d8e677602eaf61cfd4ace41218b2ad861a8ddba84f7f93ecd546914c0cda83,True
results/tests/12/threshold__f0__threshold_value=210/detections.csv,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_12/frame_0/threshold__f0__threshold_value_210/detections.csv,move_file,4253,1,456024a61d6c6c3d096a0ded0afdd9bfc9973d4e4ce37d470a69e57089532114,True
results/tests/12/threshold__f0__threshold_value=210/detections.png,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_12/frame_0/threshold__f0__threshold_value_210/detections.png,move_file,335598,1,7b5b4f01fba76b9bbbd1b3252690a5f8e8fe6128d3256bd0edfe0fc9499de1c4,True
results/tests/12/threshold__f0__threshold_value=210/summary.json,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_12/frame_0/threshold__f0__threshold_value_210/summary.json,move_file,3529,1,ceaa4fdc7c86ac7afbd7e47931f6db44a1765b50c334544a62ecebf1a1b805ec,True
results/tests/12/threshold__f100/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,move_file,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_100/threshold__f100/detections.csv,move_file,4972,1,d97fe8376cf21c4080d0103b44bb7f159818e14f6d969fbdfd6a092007281c2f,True
results/tests/12/threshold__f100/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_100/threshold__f100/detections.png,move_file,286235,1,1809d8ff63ae7d8e967e368f3ae9a456596e8a310d650ffaffaac0fbb8aa9bd1,True
results/tests/12/threshold__f100/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_100/threshold__f100/summary.json,move_file,4279,1,7094d032269afbe1c09f8a788e96e68a889d4de7f313af0ac3291ac97b1fdec3,True
results/tests/12/threshold__f100__close_iterations=0/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__close_iterations=0/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_100/threshold__f100__close_iterations_0/detections.csv,move_file,5493,1,aa3264d3dbf12cc1cc24fe46fc327f3fd3f2d465c4393042d950a72bb7bf0548,True
results/tests/12/threshold__f100__close_iterations=0/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_100/threshold__f100__close_iterations_0/detections.png,move_file,285976,1,97419c4f12ce792588c3f8d05221c9d40afee4ddc5143f59ee23cb4b5be47665,True
results/tests/12/threshold__f100__close_iterations=0/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_100/threshold__f100__close_iterations_0/summary.json,move_file,5167,1,33243d7e21d5623cde0a0b461df3d7b315d778c5c731631d83e29eb98bc46234,True
results/tests/12/threshold__f100__close_iterations=0_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__close_iterations=0_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_12/frame_100/threshold__f100__close_iterations_0_threshold_value_200/detections.csv,move_file,4544,1,1e6528fc1a2cf3cbfe1be29dab6fae62c20b0d9a560dbb4caa6bbd091726f3c9,True
results/tests/12/threshold__f100__close_iterations=0_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_12/frame_100/threshold__f100__close_iterations_0_threshold_value_200/detections.png,move_file,285319,1,bcdf829cc8fe1bfa8b4dcc1e64a1b96dc66ad517cd2a08299fb4c0c64a831736,True
results/tests/12/threshold__f100__close_iterations=0_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_12/frame_100/threshold__f100__close_iterations_0_threshold_value_200/summary.json,move_file,3655,1,7f93d1e7a13938305a5ed9bb86fda96c39be8408b89543068857cc10c19e82c5,True
results/tests/12/threshold__f100__close_iterations=2_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__close_iterations=2_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_12/frame_100/threshold__f100__close_iterations_2_threshold_value_200/detections.csv,move_file,4544,1,1e6528fc1a2cf3cbfe1be29dab6fae62c20b0d9a560dbb4caa6bbd091726f3c9,True
results/tests/12/threshold__f100__close_iterations=2_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_12/frame_100/threshold__f100__close_iterations_2_threshold_value_200/detections.png,move_file,285319,1,bcdf829cc8fe1bfa8b4dcc1e64a1b96dc66ad517cd2a08299fb4c0c64a831736,True
results/tests/12/threshold__f100__close_iterations=2_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_c2__cfg5d0522c8/frame_screening/video_12/frame_100/threshold__f100__close_iterations_2_threshold_value_200/summary.json,move_file,3687,1,607f082f5f718d79501450f0b609ee68a6088dcea0fcc57489ce44e783cc0574,True
results/tests/12/threshold__f100__morph_iterations=2/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__morph_iterations=2/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_12/frame_100/threshold__f100__morph_iterations_2/detections.csv,move_file,4648,1,2f5ffb488764dc19e188b683e7d990820990f7a25ca9cf3d280f22f36bd3fca9,True
results/tests/12/threshold__f100__morph_iterations=2/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_12/frame_100/threshold__f100__morph_iterations_2/detections.png,move_file,286677,1,f1a5e37dec03e592968bbd4d314afbc43ac136322d5acc610f210bf9d8cbb3d9,True
results/tests/12/threshold__f100__morph_iterations=2/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfg76e32ed9/frame_screening/video_12/frame_100/threshold__f100__morph_iterations_2/summary.json,move_file,3789,1,c11f71fb12db9498e1a51015a36f8ebecaa75292d156b75473c26e0ffdd3e554,True
results/tests/12/threshold__f100__morph_iterations=2_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__morph_iterations=2_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_12/frame_100/threshold__f100__morph_iterations_2_threshold_value_200/detections.csv,move_file,3436,1,40c4c1875cd7b91f96ddefcf9b40fcadb7c97532b3342a249690f2b7499ef0ab,True
results/tests/12/threshold__f100__morph_iterations=2_threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_12/frame_100/threshold__f100__morph_iterations_2_threshold_value_200/detections.png,move_file,286391,1,32d0d3a6678212d9775d4bd1d22adfad6611f3f5dc6315e065d9f46aaed4d391,True
results/tests/12/threshold__f100__morph_iterations=2_threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200_o2__cfga13617b6/frame_screening/video_12/frame_100/threshold__f100__morph_iterations_2_threshold_value_200/summary.json,move_file,1842,1,118790e721fb4205c6fc01fc6d96a460cf6bdc954b952a9e14a82b8a7e5f2b81,True
results/tests/12/threshold__f100__threshold_value=180/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__threshold_value=180/detections.csv,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_12/frame_100/threshold__f100__threshold_value_180/detections.csv,move_file,4608,1,0558a753a5756f778a7065865fdbb38c74a1df5689624b5de56795976f17460e,True
results/tests/12/threshold__f100__threshold_value=180/detections.png,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_12/frame_100/threshold__f100__threshold_value_180/detections.png,move_file,285217,1,dfd3bbfe40bb302465a86d4131e2c22fec38152584138c34c5bc616c73486660,True
results/tests/12/threshold__f100__threshold_value=180/summary.json,data/tests/detection/threshold/legacy_t180__cfg1fd3f76e/frame_screening/video_12/frame_100/threshold__f100__threshold_value_180/summary.json,move_file,3749,1,86d261a2578648c9d385dfc32d0694e96de9fc5bf7489414e4403fcef7929bff,True
results/tests/12/threshold__f100__threshold_value=190/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__threshold_value=190/detections.csv,data/tests/detection/threshold/legacy_t190__cfgfeeed012/frame_screening/video_12/frame_100/threshold__f100__threshold_value_190/detections.csv,move_file,4606,1,9b324c7270fce4b87b36945a266dca7a3a0fbc59c6cfd982d8dafbdb43c784b1,True
results/tests/12/threshold__f100__threshold_value=190/detections.png,data/tests/detection/threshold/legacy_t190__cfgfeeed012/frame_screening/video_12/frame_100/threshold__f100__threshold_value_190/detections.png,move_file,285233,1,43ffd0e060a2fc1716f6bfcac48e72846ebe63afc8b15e15871e16c51f87cb87,True
results/tests/12/threshold__f100__threshold_value=190/summary.json,data/tests/detection/threshold/legacy_t190__cfgfeeed012/frame_screening/video_12/frame_100/threshold__f100__threshold_value_190/summary.json,move_file,3747,1,9ef5e97cbf83c1466417e7569a7b79a275229cc6fee376d1ea164d76f1b2b49a,True
results/tests/12/threshold__f100__threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_12/frame_100/threshold__f100__threshold_value_200/detections.csv,move_file,4544,1,1e6528fc1a2cf3cbfe1be29dab6fae62c20b0d9a560dbb4caa6bbd091726f3c9,True
results/tests/12/threshold__f100__threshold_value=200/detections.png,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_12/frame_100/threshold__f100__threshold_value_200/detections.png,move_file,285319,1,bcdf829cc8fe1bfa8b4dcc1e64a1b96dc66ad517cd2a08299fb4c0c64a831736,True
results/tests/12/threshold__f100__threshold_value=200/summary.json,data/tests/detection/threshold/legacy_t200__cfg1f8f28ac/frame_screening/video_12/frame_100/threshold__f100__threshold_value_200/summary.json,move_file,3640,1,d27923b088c723a7e46fa9559fe9efd4f08917cf39a2dda7a9791464915f237d,True
results/tests/12/threshold__f100__threshold_value=210/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_100.png,deduplicate_identical_input,255168,1,6ba0bbc1d195d45572c953e6a01d8ccfe7d9ca66a06d867901ae060aa97356c8,True
results/tests/12/threshold__f100__threshold_value=210/detections.csv,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_12/frame_100/threshold__f100__threshold_value_210/detections.csv,move_file,4477,1,91a9c29383ce3c4ea93090bb0ea5f54f78e2af1d5861a6b910a14644b8bb9bab,True
results/tests/12/threshold__f100__threshold_value=210/detections.png,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_12/frame_100/threshold__f100__threshold_value_210/detections.png,move_file,285463,1,2fe6d5a8eb099290ab54b8cfdacf9558dcf6530e9650416257a7b293d9877b74,True
results/tests/12/threshold__f100__threshold_value=210/summary.json,data/tests/detection/threshold/legacy_t210__cfg4310fa76/frame_screening/video_12/frame_100/threshold__f100__threshold_value_210/summary.json,move_file,3528,1,24b0bec7021d6a9586b1fede7a978924ff938eb5733e97297c91605fb68d3ccf,True
results/tests/12/threshold__f50/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_50.png,move_file,258882,1,3017cbf1e81d975764281c34e459fe4dbbe78ac5d02a28c26ac74e6086caf96f,True
results/tests/12/threshold__f50/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_50/threshold__f50/detections.csv,move_file,4923,1,0928ab6b4e348ca716f941a076bab460ecbc2ee20edaebbb7a3435597789d068,True
results/tests/12/threshold__f50/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_50/threshold__f50/detections.png,move_file,289593,1,46ad14aaff86ccaf99da84acfd8c20f56e28220760454ff51ba6c007490f395b,True
results/tests/12/threshold__f50/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfgbbaffb3e/frame_screening/video_12/frame_50/threshold__f50/summary.json,move_file,4397,1,8aa9a58c3d99c3c7c4a05bd70d76adee3d3e72e3e3065e0fcf7a76b68f940263,True
results/tests/12/threshold__f50__close_iterations=0/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_50.png,deduplicate_identical_input,258882,1,3017cbf1e81d975764281c34e459fe4dbbe78ac5d02a28c26ac74e6086caf96f,True
results/tests/12/threshold__f50__close_iterations=0/detections.csv,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_50/threshold__f50__close_iterations_0/detections.csv,move_file,5052,1,10ddd415bedebbf86844271eca3ae40008df5484ed755a3c05e74faf655ea6c6,True
results/tests/12/threshold__f50__close_iterations=0/detections.png,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_50/threshold__f50__close_iterations_0/detections.png,move_file,289420,1,b9250c3fd934563c764082cd24a57528f601f54149b68c7eb36ed5b1d80c0ced,True
results/tests/12/threshold__f50__close_iterations=0/summary.json,data/tests/detection/otsu/legacy_otsu_defaults__cfg4633c2bb/frame_screening/video_12/frame_50/threshold__f50__close_iterations_0/summary.json,move_file,4633,1,963b744054f86161f8cc1677f924c2f4e1a10c7d132a4154cc2a2184d7991187,True
results/tests/12/threshold__f50__close_iterations=0_threshold_value=200/00_input.png,data/tests/detection/_shared_inputs/video_12/frame_50.png,deduplicate_identical_input,258882,1,3017cbf1e81d975764281c34e459fe4dbbe78ac5d02a28c26ac74e6086caf96f,True
results/tests/12/threshold__f50__close_iterations=0_threshold_value=200/detections.csv,data/tests/detection/threshold/legacy_t200_c0__cfg1359249f/frame_screening/video_12/frame_50/threshold__f50__close_iterations_0_threshold_value_200/detections.csv,move_file,4416,1,6becbfe243181db133272501438cdf6da639101e39d6f12749a89b6f3fc007b9,True
